adm_name,adm2_code,province,trav_value,trav_cat,adm_pop,cat_pop,pc_pop
Binayee Tribeni,524 4 47 4 004,4,5,4 to 8 hours,37203.9528506231,1626.57531738281,0.0437204972254869
Mahakali,524 7 72 3 001,7,3,1 to 2 hours,42906.1873565316,38492.0859375,0.897122030854143
Chitawan National Park,524 3 31 5 997,3,6,8 to 16 hours,0,0,
Ramnagar,524 2 19 4 005,2,2,30 minutes to 1 hour,32147.3336702585,22954.044921875,0.714026399741861
Kalika,524 3 35 3 001,3,2,30 minutes to 1 hour,30744.7499702051,4940.9296875,0.160708078364218
Gurbhakot,524 6 59 3 005,6,5,4 to 8 hours,48560.7285508215,4393.6806640625,0.0904780631424066
MadhyaNepal,524 4 37 3 001,4,4,2 to 4 hours,25992.9724830501,4134.38330078125,0.159057733911628
Annapurna,524 4 39 4 001,4,8,> 32 hours,25843.7356252883,0.171472296118736,6.63496557173218e-06
Barhagaun Muktikhsetra,524 4 45 4 003,4,6,8 to 16 hours,2616.19662869666,383.485717773438,0.146581382135823
Bardiya National Park,524 5 58 5 997,5,3,1 to 2 hours,462.839444451034,302.151184082031,0.652820730178707
